density,configuration,seed,raw_em_generation_s,raw_ev_arrival_s,calculated_response_s,stored_response_s,difference_s,status
high,NoPreemptionBaseline,12,65.5,349.5,284.0,284.0,0.0,PASS
high,NoPreemptionBaseline,13,66.0,,,,,NOT_APPLICABLE_NETWORK_PARTITION
high,NoPreemptionBaseline,14,66.0,254.5,188.5,188.5,0.0,PASS
high,NoPreemptionBaseline,15,66.0,256.5,190.5,190.5,0.0,PASS
high,NoPreemptionBaseline,16,66.0,252.5,186.5,186.5,0.0,PASS
high,NoPreemptionBaseline,17,65.5,270.0,204.5,204.5,0.0,PASS
high,NoPreemptionBaseline,18,66.0,262.5,196.5,196.5,0.0,PASS
high,NoPreemptionBaseline,19,66.0,261.0,195.0,195.0,0.0,PASS
high,NoPreemptionBaseline,2,65.5,258.5,193.0,193.0,0.0,PASS
high,NoPreemptionBaseline,20,66.0,250.0,184.0,184.0,0.0,PASS
high,NoPreemptionBaseline,21,66.0,,,,,NOT_APPLICABLE_NETWORK_PARTITION
high,NoPreemptionBaseline,22,66.5,250.0,183.5,183.5,0.0,PASS
high,NoPreemptionBaseline,23,65.5,260.5,195.0,195.0,0.0,PASS
high,NoPreemptionBaseline,24,66.0,250.0,184.0,184.0,0.0,PASS
high,NoPreemptionBaseline,25,65.5,252.5,187.0,187.0,0.0,PASS
high,NoPreemptionBaseline,26,66.0,256.0,190.0,190.0,0.0,PASS
high,NoPreemptionBaseline,27,66.0,252.5,186.5,186.5,0.0,PASS
high,NoPreemptionBaseline,28,66.0,346.5,280.5,280.5,0.0,PASS
high,NoPreemptionBaseline,29,66.0,252.5,186.5,186.5,0.0,PASS
high,NoPreemptionBaseline,3,65.5,255.0,189.5,189.5,0.0,PASS
high,NoPreemptionBaseline,30,66.0,269.5,203.5,203.5,0.0,PASS
high,NoPreemptionBaseline,4,65.5,257.0,191.5,191.5,0.0,PASS
high,NoPreemptionBaseline,5,66.0,266.0,200.0,200.0,0.0,PASS
high,NoPreemptionBaseline,6,66.0,256.0,190.0,190.0,0.0,PASS
high,NoPreemptionBaseline,7,66.0,252.5,186.5,186.5,0.0,PASS
high,NoPreemptionBaseline,8,65.5,250.0,184.5,184.5,0.0,PASS
high,NoPreemptionBaseline,9,66.0,258.5,192.5,192.5,0.0,PASS
low,NoPreemptionBaseline,1,66.0,256.5,190.5,190.5,0.0,PASS
low,NoPreemptionBaseline,10,65.5,254.5,189.0,189.0,0.0,PASS
low,NoPreemptionBaseline,11,66.0,254.5,188.5,188.5,0.0,PASS
low,NoPreemptionBaseline,12,65.5,,,,,NOT_APPLICABLE_NETWORK_PARTITION
low,NoPreemptionBaseline,13,66.0,255.0,189.0,189.0,0.0,PASS
low,NoPreemptionBaseline,14,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,15,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,16,66.0,252.5,186.5,186.5,0.0,PASS
low,NoPreemptionBaseline,17,66.0,257.0,191.0,191.0,0.0,PASS
low,NoPreemptionBaseline,18,65.5,257.0,191.5,191.5,0.0,PASS
low,NoPreemptionBaseline,19,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,2,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,20,65.5,254.5,189.0,189.0,0.0,PASS
low,NoPreemptionBaseline,21,66.0,256.0,190.0,190.0,0.0,PASS
low,NoPreemptionBaseline,22,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,23,65.5,250.0,184.5,184.5,0.0,PASS
low,NoPreemptionBaseline,24,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,25,65.5,250.0,184.5,184.5,0.0,PASS
low,NoPreemptionBaseline,26,65.5,250.0,184.5,184.5,0.0,PASS
low,NoPreemptionBaseline,27,67.5,253.0,185.5,185.5,0.0,PASS
low,NoPreemptionBaseline,28,66.0,,,,,NOT_APPLICABLE_NETWORK_PARTITION
low,NoPreemptionBaseline,29,66.0,252.5,186.5,186.5,0.0,PASS
low,NoPreemptionBaseline,3,66.0,254.5,188.5,188.5,0.0,PASS
low,NoPreemptionBaseline,30,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,4,66.0,254.5,188.5,188.5,0.0,PASS
low,NoPreemptionBaseline,5,65.5,250.0,184.5,184.5,0.0,PASS
low,NoPreemptionBaseline,6,66.0,252.5,186.5,186.5,0.0,PASS
low,NoPreemptionBaseline,7,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,8,66.0,250.0,184.0,184.0,0.0,PASS
low,NoPreemptionBaseline,9,66.0,257.0,191.0,191.0,0.0,PASS
medium,NoPreemptionBaseline,1,67.0,253.5,186.5,186.5,0.0,PASS
medium,NoPreemptionBaseline,10,65.5,258.5,193.0,193.0,0.0,PASS
medium,NoPreemptionBaseline,11,66.0,345.5,279.5,279.5,0.0,PASS
medium,NoPreemptionBaseline,12,65.5,254.5,189.0,189.0,0.0,PASS
medium,NoPreemptionBaseline,13,67.5,254.5,187.0,187.0,0.0,PASS
medium,NoPreemptionBaseline,14,66.0,252.5,186.5,186.5,0.0,PASS
medium,NoPreemptionBaseline,15,66.0,254.5,188.5,188.5,0.0,PASS
medium,NoPreemptionBaseline,16,65.5,257.0,191.5,191.5,0.0,PASS
medium,NoPreemptionBaseline,17,68.0,252.5,184.5,184.5,0.0,PASS
medium,NoPreemptionBaseline,18,66.0,253.0,187.0,187.0,0.0,PASS
medium,NoPreemptionBaseline,19,66.0,261.5,195.5,195.5,0.0,PASS
medium,NoPreemptionBaseline,2,67.5,250.0,182.5,182.5,0.0,PASS
medium,NoPreemptionBaseline,20,65.5,254.0,188.5,188.5,0.0,PASS
medium,NoPreemptionBaseline,21,66.0,,,,,NOT_APPLICABLE_NETWORK_PARTITION
medium,NoPreemptionBaseline,22,65.5,257.0,191.5,191.5,0.0,PASS
medium,NoPreemptionBaseline,23,66.0,260.5,194.5,194.5,0.0,PASS
medium,NoPreemptionBaseline,24,66.0,256.0,190.0,190.0,0.0,PASS
medium,NoPreemptionBaseline,25,65.5,255.0,189.5,189.5,0.0,PASS
medium,NoPreemptionBaseline,26,66.0,252.5,186.5,186.5,0.0,PASS
medium,NoPreemptionBaseline,27,66.0,252.5,186.5,186.5,0.0,PASS
medium,NoPreemptionBaseline,28,66.0,250.0,184.0,184.0,0.0,PASS
medium,NoPreemptionBaseline,29,66.0,252.5,186.5,186.5,0.0,PASS
medium,NoPreemptionBaseline,3,65.5,255.0,189.5,189.5,0.0,PASS
medium,NoPreemptionBaseline,30,65.5,267.0,201.5,201.5,0.0,PASS
medium,NoPreemptionBaseline,4,65.5,255.0,189.5,189.5,0.0,PASS
medium,NoPreemptionBaseline,5,65.5,266.0,200.5,200.5,0.0,PASS
medium,NoPreemptionBaseline,6,66.0,257.5,191.5,191.5,0.0,PASS
medium,NoPreemptionBaseline,7,66.0,252.5,186.5,186.5,0.0,PASS
medium,NoPreemptionBaseline,8,66.0,259.0,193.0,193.0,0.0,PASS
medium,NoPreemptionBaseline,9,66.0,255.0,189.0,189.0,0.0,PASS
